0.0784,60.689797,228.9767518
0.065683,185.848012,187.97946
0.05044,96.030497,206.7731532
0.104019,131.428883,218.7860084
0.022355,192.582491,231.97106946
0.232862,226.085299,233.033903
0.194654,77.50335,190.41556474
0.148194,241.349622,264.54314854
0.146926,199.97875,248.28244
0.081256,149.824589,243.1697241
0.237547,141.050771,277.01199505
0.138457,139.508608,271.253561477
0.088451,133.618232,245.98393322
0.266167,156.087665,214.0397748
0.130581,158.033508,251.243065088
0.099247,211.409329,197.81288978
0.124647,259.696868,245.596727694
0.076976,186.666789,277.310805967
