1.219416825330070253e+01,8.172651595343864983e+00,9.396764550412207484e+00,6.391734262672726707e+00,7.268451400073151270e+00
8.990166348027671006e+00,9.140532975619818146e+00,8.805669682013215649e+00,7.272766419355136236e+00,8.194471081293650983e+00
1.182541201550643883e+01,8.028558742321044051e+00,7.904323243645603903e+00,7.280178362089920086e+00,7.587734666621344992e+00
1.255618390361765435e+01,8.058892321001387415e+00,7.240248581390718030e+00,6.237246072210479220e+00,6.305633360130102893e+00
1.099587550577487782e+01,1.044705743011113519e+01,7.729507939244455450e+00,1.069208061415867661e+01,5.783315571891173512e+00
9.762002513028676276e+00,8.029575251716396522e+00,1.074141744815107202e+01,8.991212895761568902e+00,5.961371857617416836e+00
1.131148402127307762e+01,8.281604353223160686e+00,8.331760108210660931e+00,6.147472473190605413e+00,8.589167223308079357e+00
9.665986426415225097e+00,7.792457655576160214e+00,7.949697198998350700e+00,7.899157058284626665e+00,9.410430221476863366e+00
1.162502269868654103e+01,9.846654147505230270e+00,9.575400629461066515e+00,6.111650487726799419e+00,7.720651785941128331e+00
1.111369899163751107e+01,8.967655986620840736e+00,7.748375743358826284e+00,7.119591021877473835e+00,8.247857467814551313e+00
1.103377909185628880e+01,8.207353611441329022e+00,8.200937225432952005e+00,9.767244929895882777e+00,6.982275826982784928e+00
1.087319942856190202e+01,8.140672898944391278e+00,8.769810888261863724e+00,1.134780442500238351e+01,6.534840375120700706e+00
1.168474955628555279e+01,9.802614860736756697e+00,8.506272584600507614e+00,8.194500333369951761e+00,7.534102481317478173e+00
1.063857265692003651e+01,7.461884549537456834e+00,7.241409805208950168e+00,8.704145549253686553e+00,7.027784252702942602e+00
1.118771999861671063e+01,9.462552422348480263e+00,8.748476569802518199e+00,1.000000000000000021e-02,7.372079466848641793e+00
1.040161716339675557e+01,7.739385876464408121e+00,8.203366119070850004e+00,8.398327603079787096e+00,7.578791673188043809e+00
1.151292398783068016e+01,8.274117737714416165e+00,9.344776180357049711e+00,8.681222128598891530e+00,9.282119768595213927e+00
1.428212556813328149e+01,7.643683295301290315e+00,8.696387756749633269e+00,9.274474629659248848e+00,7.500370868405411784e+00
1.092213664769706583e+01,8.223318226954587473e+00,7.904621657852321626e+00,7.959094591034818755e+00,5.546292521943471776e+00
1.002760991166789317e+01,8.393239998906119936e+00,1.130554012730014257e+01,8.151732350828622131e+00,8.650747544431769853e+00
