9.051171335576192689e+00,8.155238881672305595e+00,1.061320135986888502e+01,7.594421844038120817e+00,9.727879281449940407e+00
1.048592712245699765e+01,8.398592972404575363e+00,7.993727510194006847e+00,7.941400102340799627e+00,8.541460118387195877e+00
1.136541672240558576e+01,9.232034552733122013e+00,8.803685545649413413e+00,9.580856738165573816e+00,8.604861988686687724e+00
1.066215184329301735e+01,7.971656474800768777e+00,8.026020346677366746e+00,9.692018033317834735e+00,1.241329312486227998e+01
1.156793345000802375e+01,8.319339992677910800e+00,8.118818425876609624e+00,8.475670943143013503e+00,8.182143590192124449e+00
1.058839543420148921e+01,9.548023160267767651e+00,8.652074513760011243e+00,7.481808964231777104e+00,7.172869703243718753e+00
1.091099958546570470e+01,8.554929975840304124e+00,1.041437692973962648e+01,6.797800077318163048e+00,8.737419237694892260e+00
1.008518453819169203e+01,9.832473387361366335e+00,8.550175019831005585e+00,8.463958971341167370e+00,1.138660634869409982e+01
1.239756805196512168e+01,9.682569367970870644e+00,7.670688630516937501e+00,7.018809288886443731e+00,1.092143405090312314e+01
1.200724829510228275e+01,8.717616011793939634e+00,7.978225784058064818e+00,1.013930418144195933e+01,7.908463603021417931e+00
1.111326832627289640e+01,8.467403045118858884e+00,8.666884257732197838e+00,1.241532823721281353e+01,1.079693915277106520e+01
1.138078443698227460e+01,7.624605774654203749e+00,8.038522740465571914e+00,7.081894762592962245e+00,1.170856284619040366e+01
1.113193845098323109e+01,9.188336897722210850e+00,9.127130457842499212e+00,7.169232838591978130e+00,7.160846038133098723e+00
1.330294190323947490e+01,9.448376284281309267e+00,7.801057342217156965e+00,6.189409194892521171e+00,6.870777271100656058e+00
8.805316226377611244e+00,9.142200572626260069e+00,8.634818926068339451e+00,7.771434461588733633e+00,8.612397086266385671e+00
1.117072963685290077e+01,8.402223646887392761e+00,9.553938688683359715e+00,1.014010980780855498e+01,1.068515370268305098e+01
1.014743384239718260e+01,8.398519475749361973e+00,8.519630017880004402e+00,6.324193417068285861e+00,1.053793915229622513e+01
9.069197329440108035e+00,8.199654213265803904e+00,7.905403557543510651e+00,8.159237221818367303e+00,5.749351261315519324e+00
1.110983985379793459e+01,1.016238787891606066e+01,8.158451277107664268e+00,5.088579166836036727e+00,7.657103684122823495e+00
1.268407845513408994e+01,7.623753575025259188e+00,8.703759845023492758e+00,1.033237206994121493e+01,8.407544389069107282e+00
