7.317490169744823447e+01,5.475834662352767879e+01,7.317490169744823447e+01,8.688710121420621491e+00,3.264001538917883494e+01
5.060046196524021411e+01,7.317490169744823447e+01,7.317490169744823447e+01,4.068324474606290408e+01,7.317490169744823447e+01
5.060046196524021411e+01,5.475834662352767879e+01,5.475834662352767879e+01,3.015522251582954638e+01,5.380306514535470797e+01
5.475834662352767879e+01,7.317490169744823447e+01,5.060046196524021411e+01,1.358374073045045449e+01,1.432232197204763402e+01
5.475834662352767879e+01,7.317490169744823447e+01,7.317490169744823447e+01,2.838268023096481940e+01,2.116639188988407838e+01
5.475834662352767879e+01,5.475834662352767879e+01,7.317490169744823447e+01,8.949507991807903906e+00,3.272914775036327484e+01
7.317490169744823447e+01,5.475834662352767879e+01,7.317490169744823447e+01,8.949504354916895110e+00,2.663978647297695446e+01
7.317490169744823447e+01,4.199211919050653563e+01,7.317490169744823447e+01,2.571993237614836048e+01,3.875655702380860390e+01
5.475834662352767879e+01,5.380306514535470797e+01,7.317490169744823447e+01,1.365951587684944002e+01,4.134305430622411137e+01
7.317490169744823447e+01,5.380306514535470797e+01,7.317490169744823447e+01,1.822470903407705833e+01,5.060046196524021411e+01
5.475834662352767879e+01,7.317490169744823447e+01,7.317490169744823447e+01,1.937777331546781312e+01,2.256856478244782238e+01
5.475834662352767879e+01,7.317490169744823447e+01,5.475834662352767879e+01,2.963058399607452742e+01,5.475834662352767879e+01
7.317490169744823447e+01,7.317490169744823447e+01,5.475834662352767879e+01,1.710490599145499502e+01,4.134305430622411137e+01
7.317490169744823447e+01,5.475834662352767879e+01,7.317490169744823447e+01,1.189417450818971211e+01,2.489716950315053978e+01
5.475834662352767879e+01,7.317490169744823447e+01,5.475834662352767879e+01,2.183138420174430294e+01,2.268570908096906180e+01
5.380306514535470797e+01,5.475834662352767879e+01,7.317490169744823447e+01,1.676070439651762811e+01,3.190309223143005468e+01
7.317490169744823447e+01,4.856666561896200562e+01,5.475834662352767879e+01,2.150595891418135253e+01,3.875655702380860390e+01
5.475834662352767879e+01,4.856666561896200562e+01,5.475834662352767879e+01,5.380306514535470797e+01,2.982964635617422644e+01
5.475834662352767879e+01,7.317490169744823447e+01,5.475834662352767879e+01,1.477409465092826935e+01,3.224988762557882183e+01
5.475834662352767879e+01,7.317490169744823447e+01,4.201158311791657951e+01,1.802906031620822702e+01,1.668257667397609723e+01
