6.707960889501264035e+01,3.327745003048713102e+01,2.973253341279746920e+01,1.767783245891665800e+01,2.046299434474524759e+01
7.252063362504399890e+01,3.640826767880261627e+01,3.083211190042962713e+01,3.284322770252646251e+01,2.514019489258632234e+01
5.810193374499500152e+01,3.517409510729401489e+01,3.454995439740137897e+01,8.855935523995899672e+00,2.341773221946381156e+01
5.046638283638317546e+01,3.735300484345896166e+01,3.349355209452594551e+01,2.213851360466309615e+01,2.400754175685186453e+01
9.707999134029384436e+01,2.988481896122425852e+01,3.464196869333279949e+01,1.043935858396932126e+01,2.504089950589306568e+01
1.427996222159759441e+02,6.693380543230661317e+01,2.512092363609650647e+01,1.939767793887679304e+01,3.130833149561157214e+01
5.930105723760495096e+01,3.958961113648104657e+01,4.769486733997398176e+01,2.611946408512238449e+01,2.051269262271163640e+01
5.710454972422685671e+01,2.290360940644435317e+01,3.858987262483523040e+01,1.289411969654262080e+01,1.848340856787066855e+01
8.320217839188664755e+01,2.944552721966226017e+01,2.518638585825186738e+01,1.335756521114120510e+01,2.356575835111581796e+01
3.846809319110931114e+01,2.789238041576665950e+01,4.896157310045207822e+01,2.769179619095299927e+01,2.977108020367738561e+01
5.023804352037624454e+01,3.418656981348436119e+01,2.850229759104443517e+01,1.505968981886840474e+01,1.977349284844641986e+01
7.759348324929378293e+01,3.450037641003655153e+01,3.105370393560268027e+01,1.434505105825863858e+01,1.827092435806452286e+01
6.791253947933444124e+01,3.768191404901626385e+01,4.092847868390206401e+01,9.127196057212946911e+00,6.143597959977106626e+01
7.083357669416893998e+01,3.196857462885889589e+01,4.543816577934975953e+01,1.448640145900026965e+01,3.239321104928675510e+01
1.004562390456517846e+02,2.608893611845840255e+01,2.730893763307625477e+01,1.141331391024108832e+01,2.608513717028318624e+01
4.217781413657350953e+01,3.087119516872063940e+01,2.954091284954486341e+01,1.344497823407365900e+01,2.060718412155138068e+01
4.416172516668788717e+01,2.927239260243250385e+01,2.712311387440608001e+01,8.890794518473574826e+00,3.069291803870381230e+01
1.511361037038479083e+02,3.156769688894310022e+01,3.807582585808591347e+01,2.984956496546881866e+01,2.880708224938581097e+01
6.047150474868048065e+01,2.842064194491039331e+01,3.376152152938409046e+01,1.807662311373682584e+01,2.056637197751276602e+01
4.954501171049798103e+01,3.818408421557670351e+01,3.536335999649353568e+01,1.008784487891463755e+01,2.125338672866734058e+01
