1.911518051163983856e+01,1.277188705703997584e+01,1.417372206641362453e+01,1.062783917778101994e+01,1.132849744833504779e+01
1.991690433896675572e+01,1.510646268772061340e+01,1.345068041806345960e+01,8.734883833958676291e+00,1.159666767158085676e+01
2.220676810952594948e+01,1.333391948227092527e+01,1.442517575134417562e+01,1.221020207597558738e+01,9.897167355700160485e+00
2.123378205132446794e+01,1.365562093993981385e+01,1.455513637024402307e+01,9.224173539738709238e+00,1.144640732077152734e+01
2.037513219371004070e+01,1.536648538698340438e+01,1.731165022235770579e+01,1.035908249163062678e+01,1.116921455797607443e+01
2.004946679137214360e+01,1.526627180384686788e+01,1.352217451801162618e+01,9.139661351234428466e+00,1.290224003665057495e+01
2.004661748093915818e+01,1.444539157432966192e+01,1.535413523744718844e+01,1.377987871191155733e+01,1.166884449490103037e+01
1.913416720017879058e+01,1.447912873734952299e+01,1.415702072950647938e+01,8.040459635981321185e+00,1.026684616672823758e+01
1.810917744422051001e+01,1.261799790080507222e+01,1.524179701503206275e+01,1.084923898675806342e+01,1.563450352528676035e+01
2.101413931674693103e+01,1.399417430179606114e+01,1.388128706000308554e+01,1.821253625077526195e+01,1.058216779024559173e+01
2.127637119593457626e+01,1.458927188186867951e+01,1.716523017338487378e+01,1.373340746161794890e+01,1.124719297462612388e+01
1.952825370525871307e+01,1.379919998280228555e+01,1.265561168242049384e+01,1.330510495954595385e+01,1.667152704410674957e+01
2.398906997663262430e+01,1.567486122202663879e+01,1.484195110032613130e+01,1.451817191566219201e+01,1.183449807934543863e+01
2.229655293693973661e+01,1.334589108135343061e+01,1.317609153477182637e+01,1.143930513047622810e+01,1.471279576478822904e+01
2.145182072777315341e+01,1.284751473349354889e+01,1.348899318633597488e+01,1.411508725421223431e+01,1.085922801310606189e+01
2.190360351189189458e+01,1.327639347731695807e+01,1.637545926875720781e+01,1.140509594140194771e+01,1.324793553054027484e+01
1.917348836616396923e+01,1.294154316761533963e+01,1.238796923502405001e+01,1.439338741113256326e+01,9.913691245838608168e+00
1.718626715693888585e+01,1.273726652275167659e+01,1.415850742864630618e+01,1.090602630579521204e+01,1.071191039747375662e+01
2.107372916159124543e+01,1.416295683233278169e+01,1.409505446537597884e+01,1.172073783199065389e+01,1.368549821635508223e+01
2.200104974177344275e+01,1.659122886323961410e+01,1.410923768463254291e+01,1.001574452611189869e+01,1.250122472013773134e+01
